Date,Open,High,Low,Close,Volume,HA_Open,HA_High,HA_Low,HA_Close,Channel_Upper,Channel_Lower,SMA_Exit,SMA_180,Median_STV,Median_Low,MACD_Hist,MACD_Anomaly,MACD_Warn_Down,MACD_Warn_Up,SAR,SpanA,SpanB,VolSMA,ADX,DI_Plus,DI_Minus,CCI,CCI_SMA,MFI,Stoch_Fast_K,Stoch_Fast_D,Stoch_Slow_K,Stoch_Slow_D,Strategy_Signal,User_Note
2014-02-19,25,25,25,25,500,22.280118236541746,25,22.280118236541746,25,,21.61,,,21.903750000000002,21.895,,0,0,0,21.90053184,,,660,60.36603141394075,97.14190787341327,2.3382213289355507,310.8419838523645,,76.3698802244744,100,87.9148629148629,,,No signal,
2014-02-20,24.5,24.5,24.5,24.5,1100,23.640059118270873,24.5,23.640059118270873,24.5,25,21.61,,,21.9405,21.9325,,0,0,0,22.3964467456,,,780,60.046249599140005,77.62076122312278,21.963838586220678,147.68413059984815,,68.44662049199904,95.02487562189054,94.96860933428097,,,No signal,
2014-02-28,25,25,25,25,500,24.070029559135435,25,24.070029559135435,25,25,21.65,,,21.9785,21.97,,0,0,0,22.813015266304,,,480,60.48141672041203,82.80414833420463,16.87666475637049,120.54329371816624,,56.23081573999685,95.02487562189054,96.6832504145937,,,No signal,
2014-03-06,24.8,24.8,24.8,24.8,100,24.535014779567717,24.8,24.535014779567717,24.8,25,21.65,,,22.024750000000004,22.017500000000002,,0,0,0,23.16293282369536,,,460,59.43349335699419,72.70093382124274,27.018824344917647,82.10059171597625,,59.38560044785389,93.03482587064677,94.3615257048093,,,No signal,
2014-03-11,24.8,24.8,24.8,24.8,1100,24.667507389783857,24.8,24.667507389783857,24.8,25,21.65,,,22.186,22.18,,0,0,0,23.4568635719041,,,660,58.460421662391916,72.70093382124276,27.018824344917647,65.69343065693435,79.37223197564443,56.351678846663646,96.01990049751244,94.69320066334991,,,No signal,
2014-03-17,25.49,25.49,25.49,25.49,1700,24.73375369489193,25.49,24.73375369489193,25.49,25.49,21.65,,,22.45975,22.455,,0,0,0,23.703765400399444,,,900,59.44235749342333,85.97983623209835,13.876238097355978,83.18487727632609,80.19791289876653,65.57848376729407,96.01990049751244,95.02487562189054,,,No signal,
2014-03-18,25.19,25.19,25.19,25.19,200,25.111876847445963,25.19,25.111876847445963,25.19,25.49,21.65,,,22.7485,22.744999999999997,,0,0,0,24.025287628327543,,,720,57.38854386616583,65.27308557405792,34.61765075411476,60.46889507892301,83.4861918550667,71.04684498202849,95.40578358208957,95.81519485903816,,,No signal,
2014-04-02,22.36,22.54,22.36,22.54,8900,25.150938423722984,25.150938423722984,22.36,22.449999999999996,25.49,21.65,,,23.033499999999997,23.032499999999995,,0,0,0,25.49,,,2400,58.31618022211054,14.808601788747422,85.166609399879,-103.24263883712247,69.02177056246808,33.83511388626478,71.78819444444447,87.73795950801549,,,No signal,
2014-04-03,22.82,22.82,22.82,22.82,1100,23.80046921186149,23.80046921186149,22.82,22.82,25.49,21.65,,,23.316,23.314999999999998,,0,0,0,25.4274,,,2600,57.92465638559939,23.577332615057617,76.40043008016455,-97.59394430927267,67.61468431481327,39.052159769558365,47.668953252032544,71.62097709285553,,,No signal,
2014-04-04,22.72,22.84,22.72,22.77,500,23.310234605930745,23.310234605930745,22.72,22.7625,25.49,21.65,,,23.596,23.595,,0,0,0,25.366052,,,2480,57.73719413458678,22.114064092505203,76.83070348156642,-106.89437065148645,59.89310573480717,35.945579701710926,25.702207542908763,48.38645174646192,,,No signal,
2014-04-07,22.75,22.75,22.75,22.75,200,23.036367302965374,23.036367302965374,22.75,22.75,25.49,21.8,,,23.860999999999997,23.859999999999996,,0,0,0,25.30593096,,,2180,57.56312204436078,21.7761927782049,75.65684006797834,-81.47597820703336,57.85682418642468,36.52401990184236,25.139836880699278,32.83699922521353,,,No signal,
2014-04-09,22.89,22.89,22.89,22.89,100,22.893183651482687,22.893183651482687,22.89,22.89,25.49,21.8,,,24.0375,24.037,,0,0,0,25.2470123408,,,2160,55.833239216987124,32.5903810981597,65.19752665373866,-58.78945844193457,51.72920249921044,29.021316227706848,22.916626198744442,24.58622354078416,,,No signal,
2014-04-14,22.85,22.85,22.85,22.85,100,22.891591825741344,22.891591825741344,22.85,22.85,25.49,22,,,24.106500000000004,24.106500000000004,,0,0,0,25.189272093984002,,,400,54.49890899212481,30.767452207435724,67.14418796894292,-50.72463768115958,39.41826418428946,27.933724382538884,19.372522600094,22.476328559845907,,,No signal,
2014-04-15,22.61,22.61,22.61,22.61,500,22.870795912870673,22.870795912870673,22.61,22.61,25.49,22.2,,,24.155500000000004,24.155,,0,0,0,25.132686652104322,,,280,54.78421879921715,20.465095637950505,78.14582335434307,-56.641010459838206,22.511083165049374,26.60534734388449,14.87160563362049,19.053584810819643,,,No signal,
2014-04-17,22.6,22.6,22.6,22.6,500,22.740397956435338,22.740397956435338,22.6,22.6,25.49,22.5,,,24.086250000000007,24.083500000000008,,0,0,0,25.077232919062237,,,280,55.110762048153035,20.04558422747781,78.5938093609336,-51.93872666347516,-3.4018247289391774,23.208527417857056,10.436634717784923,14.893587650499805,,,No signal,
2014-04-18,22.19,22.19,22.19,22.19,500,22.67019897821767,22.67019897821767,22.19,22.19,25.49,22.19,,,23.897250000000003,23.892000000000003,-0.38421476839279556,0,0,0,25.022888260680993,,,340,57.042743782683864,8.867056699336647,90.53108635001887,-107.38945203467009,-21.621366345690486,24.282151929757674,5.218317358892461,10.175519236765957,,,No signal,
2014-04-24,21.94,21.94,21.94,21.94,100,22.430099489108834,22.430099489108834,21.94,21.94,25.49,21.94,,,23.684500000000007,23.678500000000007,-0.3860024950850607,0,0,0,24.909572730253753,,,340,59.26890155476941,5.872026068718301,93.72940653471953,-195.58735837805332,-44.20212720970617,21.274769526338275,2.5559105431310125,6.070287539936132,,,No signal,
2014-04-28,22.49,22.51,22.49,22.5,1050000,22.18504974455442,22.51,22.18504974455442,22.4975,25.49,21.94,,,23.471750000000004,23.465000000000003,-0.33604461489721466,0,0,0,24.73139836643853,,,210320,55.95384220781718,56.32467829777386,43.49038667666637,-26.759744037230526,-51.977865477792356,98.91785489468886,5.258215962441306,4.344147954821593,,,No signal,
2014-05-05,22.65,22.65,22.65,22.65,85800,22.34127487227721,22.65,22.34127487227721,22.65,25.49,21.94,,,23.25475,23.248,-0.2816717939398924,0,0,0,24.563914464452218,,,227380,53.903622339266555,62.78753385371165,35.89562034719238,22.83105022830934,-55.039464079836996,98.99905739064374,11.924882629107953,6.579669711560091,,,No signal,
2014-05-06,22.39,22.39,22.39,22.39,65000,22.495637436138605,22.495637436138605,22.39,22.39,25.49,21.94,,,23.035249999999998,23.0285,-0.2529053419317987,0,0,0,24.406479596585086,,,240280,50.97106814879355,43.181423266611496,55.912930782074234,-43.439716312056284,-64.0840779075786,93.72187443302148,16.540267244492565,11.241121945347274,,,No signal,
2014-05-07,21.93,21.93,21.93,21.93,100,22.442818718069304,22.442818718069304,21.93,21.93,25.49,21.93,,,22.825249999999997,22.817999999999998,-0.2538835611836263,0,1,0,24.25849082078998,,,240200,51.08302135421493,23.613268594666238,75.89148925066883,-127.73722627737303,-77.52737229017116,93.73163873945222,11.282051282051256,13.249067051883925,,,No signal,
2014-05-08,21.6,21.85,21.6,21.85,800,22.186409359034652,22.186409359034652,21.6,21.725,25.49,21.85,,,22.685249999999996,22.6775,-0.2486245200195061,0,0,0,24.07221155512678,,,240340,52.30195138980299,15.872960800202163,83.79413487204289,-111.78045515394756,-78.13721631280154,94.36282769846437,11.07533293579805,12.965883820780624,,,No signal,
2014-05-22,21.5,21.58,21.5,21.58,800,21.955704679517325,21.955704679517325,21.5,21.54,25.49,21.58,,,22.627249999999997,22.6195,-0.25129046304312375,0,0,0,23.8249903996141,,,30500,53.72970379500894,10.432498393331906,64.86653457013189,-131.6973415132929,-80.57317325594582,94.29760762649462,8.378413548231146,10.245265922026817,,,No signal,
2014-05-23,21.44,21.44,21.42,21.42,300,21.747852339758662,21.747852339758662,21.42,21.430000000000003,25.49,21.42,,,22.549750000000003,22.542499999999997,-0.251191194668545,0,0,0,23.54599155166041,,,13400,55.322664271005635,8.447170192085213,62.03739918720611,-126.50046168051622,-81.97360832944797,94.31486003530169,8.378413548231146,9.277386677420113,,,No signal,
2014-05-26,21.36,21.36,21.36,21.36,100,21.588926169879333,21.588926169879333,21.36,21.36,25.49,21.36,,,22.4625,22.4575,-0.24240966724768376,0,0,0,23.248352734427954,,,420,57.027571234243055,7.630376322615976,65.7081692685348,-114.6179401993359,-84.34089132889814,94.32325839100325,1.918465227817704,6.225097441426665,,,No signal,
2014-05-27,21.35,21.35,21.3,21.3,200,21.474463084939664,21.474463084939664,21.3,21.325,25.19,21.3,,,22.36925,22.3605,-0.22809410957201992,0,0,0,22.94621629691948,,,440,58.85611487304607,6.663842204765101,70.05189007130708,-101.19658119658102,-87.3699715256586,94.30794664507752,0,3.4322929253496164,,,No signal,
2014-05-28,21.15,21.15,21.15,21.15,400,21.39973154246983,21.39973154246983,21.15,21.15,22.89,21.15,,,22.265249999999998,22.248999999999995,-0.2162840912625004,0,0,0,22.649897363473976,,,360,61.028579401102235,4.517829341538531,79.69633049493261,-98.00443458980097,-90.74709987627584,94.28647172317675,0,0.639488409272568,,,No signal,
2014-05-29,21.04,21.04,21.04,21.04,5000,21.274865771234914,21.274865771234914,21.04,21.04,22.89,21.04,,,22.1465,22.1285,-0.20361793541576587,0,0,0,22.34991789077918,,,1200,63.27278980547077,3.336057116136186,85.00735729141316,-97.11895910780656,-93.6383819225593,93.96113203298157,0,0,,,No signal,
2014-06-04,21.34,21.34,21.34,21.34,500,21.157432885617457,21.34,21.157432885617457,21.34,22.89,21.04,,,22.023,22.0045,-0.16444982133843256,0,0,0,22.087934312623347,,,1240,59.6797786551146,53.304666718182645,41.06440066176617,-40.680780406808076,-92.83424290422593,94.00251951887229,6.2111801242236195,2.0703933747412067,,,No signal,
2014-06-05,21.06,21.06,21.06,21.06,6900,21.24871644280873,21.24871644280873,21.06,21.06,22.89,21.04,,,21.897750000000002,21.878999999999998,-0.1473634811392169,0,0,0,21.878347450098676,,,2600,57.99281709478725,30.924495094729654,65.80874124444198,-97.88812785388119,-92.15557689131245,93.54112562429069,6.62525879917185,4.278812974465157,,,No signal,
2014-06-06,21.31,21.31,21.29,21.29,600,21.154358221404365,21.31,21.154358221404365,21.299999999999997,22.89,21.04,,,21.775999999999996,21.7565,-0.11213038346974791,0,0,0,21.71067796007894,,,2680,54.84726366001148,55.78613960516111,42.12286978042534,-19.103313840154314,-79.54957371003395,93.55164480243721,11.801242236024853,8.212560386473442,,,No signal,
2014-06-09,21.09,21.09,21.09,21.09,500,21.22717911070218,21.22717911070218,21.09,21.09,22.85,21.04,,,21.6625,21.642,-0.09455625459482692,0,0,0,21.57654236806315,,,2700,52.42434928012236,38.95941850549011,59.580294422943936,-80.9925093632947,-83.42334266189569,52.56955352282456,6.62525879917185,8.350586611456185,,,No signal,
2014-06-10,21.08,21.08,21.08,21.08,2000,21.158589555351092,21.158589555351092,21.08,21.08,22.65,21.04,,,21.556,21.535000000000004,-0.07663082116840986,0,0,0,21.46923389445052,,,2100,50.30125627341876,38.097568460482314,60.47444855581116,-68.73385012920185,-89.9636926874322,1.2742416392836873,7.198834445211251,8.541778493469318,,,No signal,
2014-06-11,21.29,21.29,21.29,21.29,4000,21.119294777675545,21.29,21.119294777675545,21.29,22.65,21.04,,,21.4715,21.450499999999998,-0.04521033451344636,0,0,0,21.383387115560417,,,2800,48.71659003086117,63.51888022028125,35.63956288160657,51.72413793103424,-83.16627452721143,23.10988800544723,11.386146888508053,8.403413377630384,,,No signal,
2014-06-16,21.95,21.96,21.95,21.96,600,21.20464738883777,21.96,21.20464738883777,21.955,22.65,21.04,,,21.4,21.379,0.022480645085788953,0,0,0,21.04,,,1540,50.65784376027121,87.69747903081628,12.01872289916005,265.1515151515141,-55.10279299657664,25.321433596265123,43.68428353447078,20.756421622730027,,,No signal,
2014-06-20,22.75,22.75,22.75,22.75,300,21.579823694418884,22.75,21.579823694418884,22.75,22.75,21.04,,,21.33925,21.324500000000004,0.11696367570224303,0,0,0,21.0584,,,1480,53.39082953127731,94.33641119444587,5.532939520220634,235.96491228070062,-30.263838179816055,27.342481014380596,76.02996254681648,43.70013098993177,,,No signal,
2014-07-04,23.39,23.48,23.39,23.48,400,22.164911847209442,23.48,22.164911847209442,23.435000000000002,23.48,21.04,,,21.3055,21.298499999999997,0.21919084455198454,0,0,0,21.126064,,,1460,56.26752778781684,96.75992726722329,3.1653298088994384,187.42368742368765,-7.469478970031735,29.835457087669738,100,73.23808202709576,,,Order Placed,
2014-07-07,23.3,23.3,23.3,23.3,200,22.79995592360472,23.3,22.79995592360472,23.3,23.48,21.04,,,21.288999999999998,21.284,0.2623393177574197,0,0,0,21.267300159999998,,,1100,57.9236385447169,83.5384099431317,9.564935728296508,118.65807304577743,10.041844938989243,29.949948487023363,97.54098360655739,91.19031538445796,,,Order Canceled,
2014-07-08,23.15,23.15,23.12,23.12,30200,23.049977961802362,23.15,23.049977961802362,23.135,23.48,21.04,,,21.312249999999995,21.306999999999995,0.2655985704416739,0,0,0,21.400062150399997,,,6340,57.14873787114974,69.328567816424,24.947895338066115,80.17254201993146,23.955450811794055,11.925086119332377,92.62295081967216,96.72131147540985,,,No signal,
2014-07-11,23.5,23.5,23.5,23.5,300,23.09248898090118,23.5,23.09248898090118,23.5,23.5,21.04,,,21.41225,21.407,0.2788177159452905,0,0,0,21.524858421375995,,,6280,57.73264029310551,77.30220945818606,16.214162276284956,85.73446327683601,37.30766827418098,12.504246048373048,92.62295081967216,94.26229508196724,,,No signal,
2014-07-14,23.35,23.35,23.35,23.35,100,23.29624449045059,23.35,23.29624449045059,23.35,23.5,21.04,,,21.573249999999998,21.5685,0.263127716064963,0,1,0,21.682869747665915,,,6240,56.13226568342179,64.02986844806375,30.599704654467967,62.88478452066865,48.79975535350024,12.570626732895533,93.04944688791153,92.76511617575194,,,No signal,
2014-07-16,23,23,23,23,100,23.323122245225296,23.323122245225296,23,23,23.5,21.04,,,21.748999999999995,21.744999999999997,0.21677726558771596,0,0,0,21.82824016785264,,,6180,53.353722254415864,39.99542793786308,56.650004464555835,28.412655731827545,57.766299270616976,13.801520063718215,91.1368785819006,92.26975876316142,,,No signal,
2014-07-17,23.34,23.85,23.34,23.85,1200,23.161561122612646,23.85,23.161561122612646,23.595,23.85,21.04,,,21.94825,21.944,0.2297263232158458,0,0,0,21.96198095442443,,,6380,53.21799637950922,74.65374085612275,23.929271459073885,103.00925925925931,68.02987353247893,15.232968034564095,91.1368785819006,91.77440135057093,,,No signal,
2014-07-21,23.7,23.7,23.7,23.7,100,23.378280561306322,23.7,23.378280561306322,23.7,23.85,21.06,,,22.1585,22.154,0.21482309612674677,0,0,0,22.150782858981987,,,360,53.09196520995306,64.75341783871964,20.75585356602363,84.26207362377555,81.04060220945442,17.841281913060584,91.36434475547925,91.21270063976016,,,No signal,
2014-07-23,23.47,23.47,23.47,23.47,100,23.53914028065316,23.53914028065316,23.47,23.47,23.85,21.06,,,22.374249999999996,22.3665,0.17764880996000743,0,0,0,22.320704573083788,,,320,50.1306218845792,49.61878869170937,39.27735881439157,31.720430107526532,84.67086963428876,16.64849308602696,93.62214199759323,92.04112177832435,,,No signal,
2014-07-25,23.07,23.07,23.07,23.07,200,23.504570140326578,23.504570140326578,23.07,23.07,23.85,21.08,,,22.59,22.579,0.1172102925124075,0,0,0,22.473634115775408,,,340,48.96297299378789,30.824428793924604,62.27758115913936,-96.91358024691374,83.53365028545883,16.757082513578865,84.23586040914556,89.74078238740601,,,No signal,
2014-08-07,23.41,23.41,23.41,23.41,100,23.28728507016329,23.41,23.28728507016329,23.41,23.85,21.08,,,22.796749999999996,22.7845,0.09231641781477173,0,0,0,22.611270704197867,,,340,46.31635353270458,53.352357599478815,41.9960729608811,10.526315789472969,89.1950907082213,17.793715454204616,80.31174789410345,86.05658343361408,,,No signal,
2014-08-08,23.45,23.45,23.45,23.45,100,23.348642535081645,23.45,23.348642535081645,23.45,23.85,21.08,,,23.005249999999997,22.991,0.07165050769028786,0,0,0,22.73514363377808,,,120,44.216468015853835,55.8875008655281,39.71372692818852,18.80674448767722,86.8438483194101,9.139767860752045,77.8670078852365,80.80487206282851,,,No signal,
2014-08-12,23.29,23.41,23.28,23.41,32800,23.39932126754082,23.41,23.28,23.3475,23.85,21.29,,,23.183,23.167,0.04944922590264994,0,0,0,22.84662927040027,,,6660,42.071179424008136,41.506991893273074,55.2260915425766,-4.238921001926494,67.60167430845004,3.8136008712052245,73.91995614035082,77.3662373065636,,,No signal,
2014-08-22,22.77,22.77,22.77,22.77,200,23.373410633770412,23.373410633770412,22.77,22.77,23.85,21.96,,,23.2855,23.2665,-0.010953872300159595,1,0,0,23.85,,,6680,43.41887299056772,16.92053448880382,69.71568352838463,-160.02214839423903,39.31688426024008,3.375378333464127,46.31578947368416,66.03425116642383,,,No signal,
2014-08-26,22.71,22.74,22.71,22.73,1100,23.071705316885208,23.071705316885208,22.71,22.7225,23.85,22.73,,,23.32725,23.304,-0.053819134339332,0,0,0,23.828400000000002,,,6860,44.91503166739881,15.61945699653766,72.04434770598233,-117.74671749258724,17.51899819479187,2.7375547549578982,20.58479532163739,46.94018031189079,,,No signal,
2014-08-29,23.09,23.09,23.08,23.08,1200,22.897102658442606,23.09,22.897102658442606,23.084999999999997,23.85,22.73,,,23.3565,23.329,-0.058433398985372254,0,0,0,23.783664,,,7080,42.207306092553395,48.99479579830251,42.57837915958223,-46.74530362603717,5.704471289662258,4.454794826444299,11.403508771929731,26.101364522417096,,,No signal,
2014-09-10,22.8,22.8,22.8,22.8,17200,22.9910513292213,22.9910513292213,22.8,22.8,23.85,22.73,,,23.356250000000003,23.326,-0.07890273880188126,0,0,0,23.74071744,,,10500,41.31038738462716,33.168150916135524,61.127116567142096,-86.73355629877281,-6.217392875959474,5.529474203083879,14.035087719298147,15.341130604288423,,,No signal,
2014-09-12,22.79,22.79,22.79,22.79,2000,22.895525664610652,22.895525664610652,22.79,22.79,23.85,22.73,,,23.33175,23.301499999999997,-0.09082609142134435,0,0,0,23.6994887424,,,4340,40.56809038841052,32.60393906222112,61.78836963741746,-76.16221562809102,-17.781441369168547,4.8278623877330205,15.789473684210387,13.74269005847942,,,No signal,
2014-09-15,22.86,22.86,22.86,22.86,100,22.842762832305326,22.86,22.842762832305326,22.86,23.85,22.73,,,23.2905,23.2635,-0.09145551884227193,0,0,0,23.659909192704,,,4320,38.39088471186007,42.817424152917724,52.424697884363034,-47.77327935222664,-25.685588788661075,5.002755191491545,9.35672514619873,13.060428849902422,,,No signal,
2014-09-17,23.05,23.05,22.99,22.99,3200,22.851381416152662,23.05,22.851381416152662,23.02,23.85,22.73,,,23.24675,23.2215,-0.08093563166691939,0,0,1,23.62191282499584,,,4740,38.01956318498653,64.63666015112423,32.4209320810784,-10.53484602917289,-28.467553200161102,10.080658312140201,14.912280701754218,13.35282651072111,,,No signal,
2014-09-22,21.9,21.9,21.9,21.9,1000,22.93569070807633,22.93569070807633,21.9,21.9,23.85,21.9,,,23.1935,23.169999999999998,-0.1416521211511405,0,0,0,23.585436311996006,,,4700,40.27616949137355,15.089604858590002,84.22348201122817,-229.90126939351222,-52.246876675359076,8.059246097775002,12.573099415204561,12.280701754385836,,,No signal,
2014-09-23,22.12,22.12,22.12,22.12,500,22.417845354038164,22.417845354038164,22.12,22.12,23.85,21.9,,,23.1325,23.1115,-0.15991133930110465,0,0,0,23.484310133276246,,,1360,40.076781608825414,31.08336104781871,68.35911305555328,-140.29180695847404,-68.28643957409119,8.637391502556184,12.85804745409168,13.447809190350155,,,No signal,
2014-09-25,21.6,21.71,21.6,21.71,2000,22.268922677019084,22.268922677019084,21.6,21.655,23.85,21.71,,,23.07,23.0515,-0.19044264184156032,0,0,0,23.389251525279672,,,1360,41.68564104366381,18.637083485466384,81.02863295154373,-144.52798663324958,-80.87561219843234,8.388520143908153,6.652894933149753,10.694680600815332,,,No signal,
2014-09-26,21.98,21.98,21.98,21.98,20000,21.961961338509543,21.98,21.961961338509543,21.98,23.85,21.71,,,23.008,22.991999999999997,-0.1832352790990825,0,0,0,23.2461114032573,,,5340,40.41150852128915,37.97908312098059,61.76610087730302,-75.63764291996523,-79.35590238936457,30.08529920025721,13.49974177999659,11.003561389079342,,,No signal,
2014-09-29,22.27,22.27,22.27,22.27,1000,21.97098066925477,22.27,21.97098066925477,22.27,23.85,21.71,,,22.925,22.914,-0.15105789039916373,0,0,0,23.114422490996716,,,4900,38.27592234040697,55.1548414162154,44.6609100337519,-26.43171806167504,-81.99576195016085,30.827276940644666,20.90090090090086,13.684512538015733,,,No signal,
2014-10-02,21.97,21.97,21.97,21.97,300,22.120490334627384,22.120490334627384,21.97,21.97,23.85,21.71,,,22.808500000000002,22.802500000000002,-0.1422246952295053,0,0,0,22.993268691716978,,,4760,37.16664606451289,38.57719426743583,61.29393595566703,-59.02111324376249,-87.5548946452637,30.633136609226867,25.73291523567759,20.044519305525014,,,No signal,
2014-10-03,21.76,21.76,21.76,21.76,5800,22.04524516731369,22.04524516731369,21.76,21.76,23.7,21.71,,,22.692,22.689500000000002,-0.14241849040627172,0,1,0,22.88180719637962,,,5820,37.4616315431003,29.323026908869128,70.57901749826173,-80.37225042301161,-92.99298960391265,46.42515784447377,22.465486733349778,23.033100956642745,,,No signal,
2014-10-07,22.4,22.4,22.4,22.4,100,21.902622583656846,22.4,21.902622583656846,22.4,23.47,21.71,,,22.58925,22.587000000000003,-0.09369045439396789,0,0,0,22.77926262066925,,,5440,37.117390453406344,66.29014252891217,33.66313689252177,39.17050691244109,-78.76494279629264,46.69253041168208,28.290506383872764,25.496302784300045,,,No signal,
2014-10-08,22.31,22.31,22.28,22.28,30500,22.15131129182842,22.31,22.15131129182842,22.295,23.45,21.71,,,22.497749999999996,22.4955,-0.06514145153697906,0,0,0,22.68492161101571,,,7540,35.582231139686684,57.78903349379932,42.17023741773285,34.10182516810747,-67.91861832052872,30.552274963506832,36.68903803131988,29.148343716180808,,,No signal,
2014-10-09,22.59,22.59,22.53,22.53,3300,22.22315564591421,22.59,22.22315564591421,22.560000000000002,23.45,21.71,,,22.408749999999998,22.407999999999998,-0.026975855476310096,0,0,0,22.598127882134452,,,8000,36.02431078467999,68.5891198585834,28.17108128464925,128.0701754385961,-55.43179838734063,32.223592364667994,54.488930031628456,39.822824815607035,,,No signal,
2014-10-10,22.46,22.46,22.46,22.46,4300,22.391577822957107,22.46,22.391577822957107,22.46,23.45,21.71,,,22.34525,22.3445,-0.005143637701469292,0,0,0,22.59,,,8800,35.38056497094168,61.65642972412546,35.43123620679141,86.66666666666606,-43.04606817552359,38.01175087179476,56.36195325156215,49.17997377150349,,,No signal,
2014-10-13,22.74,22.74,22.74,22.74,1000,22.425788911478556,22.74,22.425788911478556,22.74,23.41,21.71,,,22.293999999999997,22.292499999999997,0.027654559789098365,0,0,0,21.6,,,7840,36.78726975493215,76.1315468005651,22.055557088590273,124.41314553990568,-28.719256663523815,39.94813208754481,67.35632183908041,59.40240170742367,,,No signal,
2014-10-14,22.9,22.9,22.9,22.9,10000,22.58289445573928,22.9,22.58289445573928,22.9,23.08,21.71,,,22.250750000000004,22.2485,0.05788553521643083,0,0,0,21.6228,,,9820,38.888899007753395,81.96675777595269,16.66355167808985,137.4247894103487,-15.490823180482716,47.30966027831703,75.86206896551712,66.52678135205322,,,No signal,
